    1    4 1.0000 1.2589e+14
    2    4 1.0000 1.1220e+14
    3    4 1.0000 1.4125e+14
    4    4 1.0000 1.1220e+14
    5    4 1.0000 3.1623e+14
    6    4 1.0000 2.5119e+14
    7    4 1.0000 3.9811e+14
    8    4 1.0000 8.9125e+13
    9    4 1.0000 1.9953e+14
   11    4 1.0000 2.2387e+14
   12    4 1.0000 2.2387e+14
   13    4 1.0000 1.5849e+14
   14    4 1.0000 8.9125e+13
   15    4 1.0000 8.9125e+13
   16    4 1.0000 1.1220e+14
   17    4 1.0000 7.9433e+13
   18    4 1.0000 1.2589e+14
   19    4 1.0000 1.7783e+14
   20    4 1.0000 1.0000e+14
   21    4 1.0000 1.4125e+14
   22    4 1.0000 1.2589e+14
   23    4 1.0000 7.9433e+13
   24    4 1.0000 3.9811e+14
   25    4 1.0000 7.9433e+13
   26    4 1.0000 4.4668e+14
   27    4 1.0000 1.5849e+14
   28    4 1.0000 2.2387e+14
   29    4 1.0000 1.2589e+14
   30    4 1.0000 1.2589e+14
   31    4 1.0000 2.8184e+14
   32    4 1.0000 1.1220e+14
   33    4 1.0000 7.0795e+13
   34    4 1.0000 3.1623e+14
   35    4 1.0000 2.2387e+14
   36    4 1.0000 1.0000e+14
   37    4 1.0000 8.9125e+13
   38    4 1.0000 1.9953e+14
   39    4 1.0000 1.4125e+14
   40    4 1.0000 1.2589e+14
   41    4 1.0000 3.5481e+14
   42    4 1.0000 1.2589e+14
   43    4 1.0000 1.7783e+14
   44    4 1.0000 8.9125e+13
   45    4 1.0000 5.0119e+13
   46    4 1.0000 5.6234e+13
   47    4 1.0000 3.1623e+14
   48    4 1.0000 1.0000e+14
   49    4 1.0000 1.2589e+14
   50    4 1.0000 1.7783e+14
   51    4 1.0000 8.9125e+13
   52    4 1.0000 2.2387e+14
   53    4 1.0000 3.1623e+14
   54    4 1.0000 1.7783e+14
   55    4 1.0000 7.9433e+13
   56    4 1.0000 2.8184e+14
   57    4 1.0000 1.4125e+14
   58    4 1.0000 1.5849e+14
   59    4 1.0000 1.5849e+14
   60    4 1.0000 8.9125e+13
   61    4 1.0000 1.5849e+14
   62    4 1.0000 5.6234e+13
   63    4 1.0000 5.6234e+13
   64    4 1.0000 1.5849e+14
   65    4 1.0000 6.3096e+13
   66    4 1.0000 3.1623e+14
   67    4 1.0000 3.5481e+14
   68    4 1.0000 1.0000e+14
   69    4 1.0000 2.2387e+14
   70    4 1.0000 1.7783e+14
   71    4 1.0000 4.4668e+13
   72    4 1.0000 4.4668e+13
   73    4 1.0000 2.5119e+14
   74    4 1.0000 1.5849e+14
   75    4 1.0000 5.6234e+13
   76    4 1.0000 1.1220e+14
   77    4 1.0000 7.9433e+13
   78    4 1.0000 2.8184e+14
   79    4 1.0000 8.9125e+13
   80    4 1.0000 8.9125e+13
   81    4 1.0000 3.5481e+14
   82    4 1.0000 3.1623e+14
   83    4 1.0000 8.9125e+13
   84    4 1.0000 2.2387e+14
   85    4 1.0000 7.9433e+13
   86    4 1.0000 7.0795e+13
   87    4 1.0000 1.1220e+14
   88    4 1.0000 2.2387e+14
   89    4 1.0000 7.0795e+13
   90    4 1.0000 7.9433e+13
   91    4 1.0000 1.1220e+14
   92    4 1.0000 2.5119e+14
   93    4 1.0000 3.5481e+14
   94    4 1.0000 7.0795e+13
   95    4 1.0000 8.9125e+13
   96    4 1.0000 2.2387e+14
   97    4 1.0000 1.0000e+14
   98    4 1.0000 5.6234e+13
   99    4 1.0000 3.1623e+14
  100    4 1.0000 8.9125e+13
  101    4 1.0000 7.0795e+13
  102    4 1.0000 6.3096e+13
  103    4 1.0000 1.7783e+14
  104    4 1.0000 1.0000e+14
  105    4 1.0000 6.3096e+13
  106    4 1.0000 7.0795e+13
  107    4 1.0000 1.1220e+14
  108    4 1.0000 2.5119e+14
  109    4 1.0000 1.2589e+14
  110    4 1.0000 7.9433e+13
  111    4 1.0000 8.9125e+13
  112    4 1.0000 3.9811e+13
  113    4 1.0000 1.5849e+14
  114    4 1.0000 1.2589e+14
  115    4 1.0000 6.3096e+13
  116    4 1.0000 1.2589e+14
  117    4 1.0000 1.1220e+14
  118    4 1.0000 7.9433e+13
  119    4 1.0000 4.4668e+13
  120    4 1.0000 1.2589e+14
  121    4 1.0000 2.5119e+14
  122    4 1.0000 1.9953e+14
  123    4 1.0000 1.7783e+14
  124    4 1.0000 8.9125e+13
  125    4 1.0000 1.4125e+14
  126    4 1.0000 1.5849e+14
  127    4 1.0000 6.3096e+13
  128    4 1.0000 1.1220e+14
  129    4 1.0000 1.9953e+14
  130    4 1.0000 7.9433e+13
  131    4 1.0000 5.0119e+13
  132    4 1.0000 1.0000e+14
  133    4 1.0000 7.9433e+13
  134    4 1.0000 8.9125e+13
  135    4 1.0000 6.3096e+13
  136    4 1.0000 7.9433e+13
  137    4 1.0000 1.5849e+14
  138    4 1.0000 3.9811e+13
  139    4 1.0000 1.1220e+14
  140    4 1.0000 1.9953e+14
  141    4 1.0000 2.8184e+14
  142    4 1.0000 7.9433e+13
  143    4 1.0000 1.2589e+14
  144    4 1.0000 8.9125e+13
  145    4 1.0000 6.3096e+13
  146    4 1.0000 3.1623e+13
  147    4 1.0000 8.9125e+13
  148    4 1.0000 3.9811e+13
  149    4 1.0000 1.0000e+14
  150    4 1.0000 2.2387e+14
  151    4 1.0000 8.9125e+13
  152    4 1.0000 4.4668e+13
  153    4 1.0000 1.5849e+14
  154    4 1.0000 1.4125e+14
  155    4 1.0000 5.0119e+13
  156    4 1.0000 1.5849e+14
  157    4 1.0000 1.4125e+14
  158    4 1.0000 1.4125e+14
  159    4 1.0000 6.3096e+13
  160    4 1.0000 1.5849e+14
  161    4 1.0000 1.9953e+14
  162    4 1.0000 8.9125e+13
  163    4 1.0000 1.2589e+14
  164    4 1.0000 5.0119e+13
  165    4 1.0000 1.0000e+14
  166    4 1.0000 7.0795e+13
  167    4 1.0000 1.7783e+14
  168    4 1.0000 1.7783e+14
  169    4 1.0000 1.2589e+14
  170    4 1.0000 2.2387e+14
  171    4 1.0000 8.9125e+13
  172    4 1.0000 1.9953e+14
  173    4 1.0000 8.9125e+13
  174    4 1.0000 2.2387e+14
  175    4 1.0000 1.4125e+14
  176    4 1.0000 1.4125e+14
  177    4 1.0000 1.0000e+14
  178    4 1.0000 7.9433e+13
  179    4 1.0000 1.9953e+14
  180    4 1.0000 7.0795e+13
  181    4 1.0000 1.1220e+14
  182    4 1.0000 1.1220e+14
  183    4 1.0000 1.0000e+14
  184    4 1.0000 1.5849e+14
  185    4 1.0000 1.2589e+14
  186    4 1.0000 1.9953e+14
  187    4 1.0000 1.4125e+14
  188    4 1.0000 6.3096e+13
  189    4 1.0000 3.9811e+13
  190    4 1.0000 5.6234e+13
  191    4 1.0000 5.0119e+13
  192    4 1.0000 1.4125e+14
  193    4 1.0000 1.1220e+14
  194    4 1.0000 1.4125e+14
  195    4 1.0000 5.6234e+13
  196    4 1.0000 8.9125e+13
  197    4 1.0000 3.9811e+13
  198    4 1.0000 1.5849e+14
  199    4 1.0000 8.9125e+13
  200    4 1.0000 1.2589e+14
  201    4 1.0000 8.9125e+13
  202    4 1.0000 8.9125e+13
  203    4 1.0000 1.4125e+14
  204    4 1.0000 5.0119e+13
  205    4 1.0000 1.1220e+14
  206    4 1.0000 5.6234e+13
  207    4 1.0000 1.2589e+14
  208    4 1.0000 1.9953e+14
  209    4 1.0000 1.4125e+14
  210    4 1.0000 1.4125e+14
  211    4 1.0000 7.9433e+13
  212    4 1.0000 6.3096e+13
  213    4 1.0000 7.0795e+13
  214    4 1.0000 1.1220e+14
  215    4 1.0000 5.6234e+13
  216    4 1.0000 7.9433e+13
  217    4 1.0000 8.9125e+13
  218    4 1.0000 7.0795e+13
  219    4 1.0000 1.9953e+14
  220    4 1.0000 1.0000e+14
  221    4 1.0000 1.1220e+14
  222    4 1.0000 2.8184e+14
  223    4 1.0000 2.5119e+14
  224    4 1.0000 8.9125e+13
  225    4 1.0000 2.2387e+14
  226    4 1.0000 1.7783e+14
  227    4 1.0000 1.7783e+14
  228    4 1.0000 1.9953e+14
  229    4 1.0000 1.0000e+14
  230    4 1.0000 1.1220e+14
  231    4 1.0000 6.3096e+13
  232    4 1.0000 1.0000e+14
  233    4 1.0000 6.3096e+13
  234    4 1.0000 2.2387e+14
  235    4 1.0000 1.1220e+14
  236    4 1.0000 7.0795e+13
  237    4 1.0000 3.9811e+13
  238    4 1.0000 1.5849e+14
  239    4 1.0000 6.3096e+13
  240    4 1.0000 1.9953e+14
  241    4 1.0000 1.0000e+14
  242    4 1.0000 5.6234e+13
  243    4 1.0000 1.9953e+14
  244    4 1.0000 1.2589e+14
  245    4 1.0000 5.6234e+13
  246    4 1.0000 1.5849e+14
  247    4 1.0000 1.2589e+14
  248    4 1.0000 5.0119e+13
  249    4 1.0000 3.1623e+13
  250    4 1.0000 2.2387e+14
  251    4 1.0000 7.0795e+13
  252    4 1.0000 6.3096e+13
  253    4 1.0000 1.4125e+14
  254    4 1.0000 2.8184e+13
  255    4 1.0000 3.1623e+13
  256    4 1.0000 1.9953e+14
  257    4 1.0000 1.5849e+14
  258    4 1.0000 3.5481e+13
  259    4 1.0000 1.4125e+14
  260    4 1.0000 6.3096e+13
  261    4 1.0000 2.5119e+14
  262    4 1.0000 1.5849e+14
  263    4 1.0000 1.4125e+14
  264    4 1.0000 1.0000e+14
  265    4 1.0000 5.6234e+13
  266    4 1.0000 1.0000e+14
  267    4 1.0000 1.9953e+14
  268    4 1.0000 5.0119e+13
  269    4 1.0000 7.9433e+13
  270    4 1.0000 1.4125e+14
  271    4 1.0000 2.2387e+14
  272    4 1.0000 1.0000e+14
  273    4 1.0000 8.9125e+13
  274    4 1.0000 6.3096e+13
  275    4 1.0000 1.2589e+14
  276    4 1.0000 1.5849e+14
  277    4 1.0000 6.3096e+13
  278    4 1.0000 1.4125e+14
  279    4 1.0000 1.7783e+14
  280    4 1.0000 8.9125e+13
  281    4 1.0000 7.0795e+13
  282    4 1.0000 7.9433e+13
