#         q            M           r           M*(1-1/r)        s
  1.014572e+00  1.317076e+00  1.465801e+00  4.188558e-01  7.440407e+00
  1.014651e+00  1.317646e+00  1.466806e+00  4.195781e-01  7.426507e+00
  1.014730e+00  1.318218e+00  1.467751e+00  4.202482e-01  7.413533e+00
  1.014807e+00  1.318790e+00  1.468626e+00  4.208639e-01  7.401657e+00
  1.014883e+00  1.319364e+00  1.469440e+00  4.214395e-01  7.390686e+00
  1.014957e+00  1.319939e+00  1.470210e+00  4.219907e-01  7.380398e+00
  1.015029e+00  1.320515e+00  1.470948e+00  4.225333e-01  7.370568e+00
  1.015098e+00  1.321092e+00  1.471668e+00  4.230833e-01  7.360969e+00
  1.015164e+00  1.321670e+00  1.472387e+00  4.236568e-01  7.351373e+00
  1.015226e+00  1.322250e+00  1.473117e+00  4.242697e-01  7.341553e+00
  1.015285e+00  1.322830e+00  1.473865e+00  4.249280e-01  7.331406e+00
  1.015342e+00  1.323412e+00  1.474632e+00  4.256256e-01  7.320980e+00
  1.015398e+00  1.323995e+00  1.475415e+00  4.263553e-01  7.310332e+00
  1.015454e+00  1.324579e+00  1.476214e+00  4.271101e-01  7.299521e+00
  1.015512e+00  1.325165e+00  1.477025e+00  4.278829e-01  7.288605e+00
  1.015573e+00  1.325751e+00  1.477848e+00  4.286664e-01  7.277643e+00
  1.015638e+00  1.326339e+00  1.478681e+00  4.294535e-01  7.266692e+00
  1.015707e+00  1.326928e+00  1.479522e+00  4.302372e-01  7.255783e+00
  1.015779e+00  1.327518e+00  1.480368e+00  4.310113e-01  7.244919e+00
  1.015854e+00  1.328109e+00  1.481216e+00  4.317692e-01  7.234105e+00
  1.015931e+00  1.328701e+00  1.482064e+00  4.325044e-01  7.223346e+00
  1.016008e+00  1.329295e+00  1.482908e+00  4.332104e-01  7.212645e+00
  1.016086e+00  1.329890e+00  1.483746e+00  4.338805e-01  7.202007e+00
  1.016162e+00  1.330486e+00  1.484575e+00  4.345099e-01  7.191434e+00
  1.016238e+00  1.331083e+00  1.485397e+00  4.351067e-01  7.180916e+00
  1.016313e+00  1.331682e+00  1.486216e+00  4.356850e-01  7.170432e+00
  1.016387e+00  1.332281e+00  1.487034e+00  4.362589e-01  7.159965e+00
  1.016462e+00  1.332882e+00  1.487855e+00  4.368425e-01  7.149497e+00
  1.016536e+00  1.333484e+00  1.488684e+00  4.374502e-01  7.139008e+00
  1.016611e+00  1.334087e+00  1.489522e+00  4.380966e-01  7.128480e+00
  1.016686e+00  1.334692e+00  1.490373e+00  4.387901e-01  7.117901e+00
  1.016762e+00  1.335298e+00  1.491234e+00  4.395236e-01  7.107278e+00
  1.016838e+00  1.335905e+00  1.492102e+00  4.402870e-01  7.096624e+00
  1.016914e+00  1.336513e+00  1.492975e+00  4.410704e-01  7.085948e+00
  1.016990e+00  1.337122e+00  1.493849e+00  4.418637e-01  7.075263e+00
  1.017067e+00  1.337733e+00  1.494721e+00  4.426566e-01  7.064580e+00
  1.017143e+00  1.338345e+00  1.495588e+00  4.434394e-01  7.053909e+00
  1.017219e+00  1.338958e+00  1.496452e+00  4.442100e-01  7.043243e+00
  1.017296e+00  1.339573e+00  1.497317e+00  4.449733e-01  7.032558e+00
  1.017372e+00  1.340188e+00  1.498186e+00  4.457343e-01  7.021830e+00
  1.017450e+00  1.340805e+00  1.499064e+00  4.464980e-01  7.011036e+00
  1.017527e+00  1.341423e+00  1.499955e+00  4.472697e-01  7.000150e+00
  1.017605e+00  1.342043e+00  1.500863e+00  4.480546e-01  6.989148e+00
  1.017684e+00  1.342663e+00  1.501790e+00  4.488547e-01  6.978034e+00
  1.017764e+00  1.343285e+00  1.502726e+00  4.496621e-01  6.966908e+00
  1.017843e+00  1.343909e+00  1.503659e+00  4.504665e-01  6.955889e+00
  1.017921e+00  1.344533e+00  1.504577e+00  4.512578e-01  6.945099e+00
  1.017999e+00  1.345159e+00  1.505469e+00  4.520256e-01  6.934658e+00
  1.018075e+00  1.345786e+00  1.506321e+00  4.527593e-01  6.924690e+00
  1.018148e+00  1.346414e+00  1.507122e+00  4.534496e-01  6.915306e+00
  1.018221e+00  1.347044e+00  1.507878e+00  4.540998e-01  6.906454e+00
  1.018292e+00  1.347675e+00  1.508603e+00  4.547217e-01  6.897974e+00
  1.018365e+00  1.348307e+00  1.509313e+00  4.553275e-01  6.889704e+00
  1.018438e+00  1.348940e+00  1.510022e+00  4.559294e-01  6.881479e+00
  1.018514e+00  1.349575e+00  1.510746e+00  4.565397e-01  6.873131e+00
  1.018594e+00  1.350211e+00  1.511500e+00  4.571709e-01  6.864494e+00
  1.018679e+00  1.350848e+00  1.512301e+00  4.578356e-01  6.855399e+00
  1.018769e+00  1.351487e+00  1.513162e+00  4.585451e-01  6.845694e+00
  1.018864e+00  1.352127e+00  1.514081e+00  4.592983e-01  6.835402e+00
  1.018962e+00  1.352768e+00  1.515047e+00  4.600879e-01  6.824635e+00
  1.019061e+00  1.353411e+00  1.516049e+00  4.609064e-01  6.813502e+00
  1.019160e+00  1.354055e+00  1.517075e+00  4.617465e-01  6.802117e+00
  1.019257e+00  1.354700e+00  1.518115e+00  4.626006e-01  6.790593e+00
  1.019349e+00  1.355346e+00  1.519158e+00  4.634610e-01  6.779046e+00
  1.019437e+00  1.355994e+00  1.520192e+00  4.643196e-01  6.767584e+00
  1.019520e+00  1.356643e+00  1.521210e+00  4.651673e-01  6.756315e+00
  1.019601e+00  1.357294e+00  1.522201e+00  4.659954e-01  6.745344e+00
  1.019678e+00  1.357946e+00  1.523157e+00  4.667946e-01  6.734781e+00
  1.019754e+00  1.358599e+00  1.524068e+00  4.675560e-01  6.724733e+00
  1.019829e+00  1.359253e+00  1.524925e+00  4.682705e-01  6.715308e+00
  1.019903e+00  1.359909e+00  1.525729e+00  4.689392e-01  6.706485e+00
  1.019977e+00  1.360567e+00  1.526500e+00  4.695767e-01  6.698073e+00
  1.020052e+00  1.361225e+00  1.527256e+00  4.701989e-01  6.689864e+00
  1.020130e+00  1.361885e+00  1.528016e+00  4.708217e-01  6.681651e+00
  1.020210e+00  1.362546e+00  1.528801e+00  4.714611e-01  6.673222e+00
  1.020294e+00  1.363209e+00  1.529629e+00  4.721335e-01  6.664367e+00
  1.020382e+00  1.363873e+00  1.530521e+00  4.728552e-01  6.654869e+00
  1.020476e+00  1.364538e+00  1.531492e+00  4.736393e-01  6.644559e+00
  1.020575e+00  1.365205e+00  1.532528e+00  4.744743e-01  6.633593e+00
  1.020676e+00  1.365873e+00  1.533599e+00  4.753375e-01  6.622274e+00
  1.020779e+00  1.366543e+00  1.534678e+00  4.762064e-01  6.610908e+00
  1.020882e+00  1.367214e+00  1.535733e+00  4.770577e-01  6.599804e+00
  1.020983e+00  1.367886e+00  1.536737e+00  4.778683e-01  6.589273e+00
  1.021081e+00  1.368560e+00  1.537664e+00  4.786187e-01  6.579577e+00
  1.021177e+00  1.369235e+00  1.538525e+00  4.793154e-01  6.570616e+00
  1.021271e+00  1.369911e+00  1.539343e+00  4.799756e-01  6.562140e+00
  1.021364e+00  1.370589e+00  1.540143e+00  4.806169e-01  6.553895e+00
  1.021457e+00  1.371268e+00  1.540949e+00  4.812570e-01  6.545628e+00
  1.021551e+00  1.371949e+00  1.541788e+00  4.819139e-01  6.537080e+00
  1.021647e+00  1.372631e+00  1.542683e+00  4.826055e-01  6.527991e+00
  1.021746e+00  1.373314e+00  1.543661e+00  4.833495e-01  6.518107e+00
  1.021847e+00  1.373999e+00  1.544720e+00  4.841500e-01  6.507424e+00
  1.021951e+00  1.374686e+00  1.545834e+00  4.849954e-01  6.496218e+00
  1.022055e+00  1.375373e+00  1.546975e+00  4.858735e-01  6.484782e+00
  1.022160e+00  1.376062e+00  1.548113e+00  4.867716e-01  6.473410e+00
  1.022263e+00  1.376753e+00  1.549218e+00  4.876772e-01  6.462403e+00
  1.022365e+00  1.377445e+00  1.550265e+00  4.885779e-01  6.452041e+00
  1.022465e+00  1.378138e+00  1.551247e+00  4.894665e-01  6.442364e+00
  1.022563e+00  1.378833e+00  1.552178e+00  4.903395e-01  6.433242e+00
  1.022660e+00  1.379530e+00  1.553070e+00  4.911933e-01  6.424541e+00
  1.022756e+00  1.380227e+00  1.553936e+00  4.920241e-01  6.416124e+00
  1.022852e+00  1.380927e+00  1.554789e+00  4.928284e-01  6.407855e+00
  1.022948e+00  1.381627e+00  1.555643e+00  4.936025e-01  6.399595e+00
  1.023046e+00  1.382330e+00  1.556509e+00  4.943430e-01  6.391209e+00
  1.023144e+00  1.383033e+00  1.557393e+00  4.950531e-01  6.382635e+00
  1.023243e+00  1.383738e+00  1.558295e+00  4.957440e-01  6.373899e+00
  1.023342e+00  1.384445e+00  1.559212e+00  4.964270e-01  6.365030e+00
  1.023442e+00  1.385153e+00  1.560142e+00  4.971137e-01  6.356059e+00
  1.023541e+00  1.385862e+00  1.561081e+00  4.978158e-01  6.347016e+00
  1.023641e+00  1.386573e+00  1.562029e+00  4.985450e-01  6.337930e+00
  1.023740e+00  1.387286e+00  1.562983e+00  4.993130e-01  6.328832e+00
  1.023838e+00  1.388000e+00  1.563939e+00  5.001230e-01  6.319751e+00
  1.023936e+00  1.388715e+00  1.564897e+00  5.009668e-01  6.310708e+00
  1.024035e+00  1.389432e+00  1.565852e+00  5.018355e-01  6.301729e+00
  1.024135e+00  1.390150e+00  1.566803e+00  5.027204e-01  6.292836e+00
  1.024237e+00  1.390870e+00  1.567746e+00  5.036121e-01  6.284054e+00
  1.024340e+00  1.391592e+00  1.568679e+00  5.045017e-01  6.275407e+00
  1.024447e+00  1.392315e+00  1.569598e+00  5.053802e-01  6.266917e+00
  1.024556e+00  1.393039e+00  1.570510e+00  5.062453e-01  6.258540e+00
  1.024668e+00  1.393765e+00  1.571426e+00  5.071036e-01  6.250152e+00
  1.024783e+00  1.394492e+00  1.572360e+00  5.079617e-01  6.241626e+00
  1.024901e+00  1.395221e+00  1.573327e+00  5.088265e-01  6.232831e+00
  1.025022e+00  1.395952e+00  1.574341e+00  5.097051e-01  6.223634e+00
  1.025146e+00  1.396684e+00  1.575415e+00  5.106043e-01  6.213905e+00
  1.025272e+00  1.397418e+00  1.576563e+00  5.115307e-01  6.203519e+00
  1.025401e+00  1.398153e+00  1.577776e+00  5.124776e-01  6.192551e+00
  1.025531e+00  1.398889e+00  1.579030e+00  5.134280e-01  6.181242e+00
  1.025661e+00  1.399628e+00  1.580299e+00  5.143640e-01  6.169838e+00
  1.025791e+00  1.400367e+00  1.581556e+00  5.152678e-01  6.158589e+00
  1.025919e+00  1.401109e+00  1.582775e+00  5.161214e-01  6.147746e+00
  1.026044e+00  1.401852e+00  1.583937e+00  5.169155e-01  6.137486e+00
  1.026166e+00  1.402596e+00  1.585043e+00  5.176643e-01  6.127787e+00
  1.026287e+00  1.403342e+00  1.586099e+00  5.183860e-01  6.118593e+00
  1.026405e+00  1.404090e+00  1.587107e+00  5.190989e-01  6.109846e+00
  1.026522e+00  1.404839e+00  1.588075e+00  5.198213e-01  6.101492e+00
  1.026637e+00  1.405590e+00  1.589006e+00  5.205719e-01  6.093472e+00
  1.026752e+00  1.406342e+00  1.589905e+00  5.213689e-01  6.085728e+00
  1.026865e+00  1.407096e+00  1.590780e+00  5.222163e-01  6.078194e+00
  1.026979e+00  1.407851e+00  1.591640e+00  5.231016e-01  6.070793e+00
  1.027091e+00  1.408609e+00  1.592494e+00  5.240113e-01  6.063449e+00
  1.027205e+00  1.409367e+00  1.593354e+00  5.249317e-01  6.056083e+00
  1.027318e+00  1.410128e+00  1.594228e+00  5.258492e-01  6.048616e+00
  1.027432e+00  1.410889e+00  1.595127e+00  5.267497e-01  6.040969e+00
  1.027547e+00  1.411653e+00  1.596062e+00  5.276193e-01  6.033062e+00
  1.027664e+00  1.412418e+00  1.597041e+00  5.284447e-01  6.024818e+00
  1.027782e+00  1.413185e+00  1.598065e+00  5.292275e-01  6.016236e+00
  1.027902e+00  1.413953e+00  1.599126e+00  5.299827e-01  6.007385e+00
  1.028024e+00  1.414723e+00  1.600215e+00  5.307263e-01  5.998335e+00
  1.028149e+00  1.415495e+00  1.601323e+00  5.314739e-01  5.989158e+00
  1.028277e+00  1.416268e+00  1.602442e+00  5.322417e-01  5.979927e+00
  1.028407e+00  1.417043e+00  1.603562e+00  5.330457e-01  5.970714e+00
  1.028541e+00  1.417819e+00  1.604677e+00  5.338977e-01  5.961572e+00
  1.028678e+00  1.418598e+00  1.605789e+00  5.347933e-01  5.952483e+00
  1.028817e+00  1.419378e+00  1.606903e+00  5.357246e-01  5.943412e+00
  1.028959e+00  1.420159e+00  1.608023e+00  5.366839e-01  5.934325e+00
  1.029103e+00  1.420942e+00  1.609153e+00  5.376631e-01  5.925187e+00
  1.029249e+00  1.421727e+00  1.610298e+00  5.386543e-01  5.915963e+00
  1.029396e+00  1.422513e+00  1.611461e+00  5.396495e-01  5.906623e+00
  1.029544e+00  1.423302e+00  1.612636e+00  5.406410e-01  5.897214e+00
  1.029691e+00  1.424091e+00  1.613810e+00  5.416214e-01  5.887834e+00
  1.029836e+00  1.424883e+00  1.614971e+00  5.425835e-01  5.878580e+00
  1.029977e+00  1.425676e+00  1.616106e+00  5.435197e-01  5.869555e+00
  1.030113e+00  1.426471e+00  1.617201e+00  5.444225e-01  5.860860e+00
  1.030243e+00  1.427268e+00  1.618243e+00  5.452844e-01  5.852595e+00
  1.030366e+00  1.428066e+00  1.619232e+00  5.461055e-01  5.844771e+00
  1.030484e+00  1.428866e+00  1.620184e+00  5.468977e-01  5.837262e+00
  1.030600e+00  1.429668e+00  1.621117e+00  5.476739e-01  5.829928e+00
  1.030716e+00  1.430471e+00  1.622052e+00  5.484473e-01  5.822627e+00
  1.030833e+00  1.431276e+00  1.623007e+00  5.492310e-01  5.815216e+00
  1.030955e+00  1.432083e+00  1.624001e+00  5.500385e-01  5.807550e+00
  1.031082e+00  1.432891e+00  1.625053e+00  5.508832e-01  5.799485e+00
  1.031218e+00  1.433702e+00  1.626180e+00  5.517762e-01  5.790907e+00
  1.031360e+00  1.434514e+00  1.627369e+00  5.527139e-01  5.781903e+00
  1.031508e+00  1.435328e+00  1.628596e+00  5.536871e-01  5.772635e+00
  1.031659e+00  1.436143e+00  1.629840e+00  5.546862e-01  5.763267e+00
  1.031810e+00  1.436960e+00  1.631077e+00  5.557020e-01  5.753967e+00
  1.031960e+00  1.437779e+00  1.632283e+00  5.567248e-01  5.744900e+00
  1.032107e+00  1.438600e+00  1.633439e+00  5.577453e-01  5.736222e+00
  1.032251e+00  1.439423e+00  1.634541e+00  5.587576e-01  5.727947e+00
  1.032391e+00  1.440247e+00  1.635599e+00  5.597571e-01  5.720013e+00
  1.032529e+00  1.441073e+00  1.636622e+00  5.607394e-01  5.712358e+00
  1.032664e+00  1.441901e+00  1.637621e+00  5.617000e-01  5.704919e+00
  1.032798e+00  1.442730e+00  1.638605e+00  5.626345e-01  5.697630e+00
  1.032931e+00  1.443562e+00  1.639584e+00  5.635382e-01  5.690428e+00
  1.033062e+00  1.444395e+00  1.640567e+00  5.644069e-01  5.683248e+00
  1.033194e+00  1.445230e+00  1.641562e+00  5.652441e-01  5.676027e+00
  1.033327e+00  1.446067e+00  1.642578e+00  5.660619e-01  5.668705e+00
  1.033462e+00  1.446905e+00  1.643621e+00  5.668728e-01  5.661225e+00
  1.033601e+00  1.447745e+00  1.644698e+00  5.676897e-01  5.653525e+00
  1.033745e+00  1.448588e+00  1.645817e+00  5.685253e-01  5.645545e+00
  1.033895e+00  1.449432e+00  1.646984e+00  5.693926e-01  5.637225e+00
  1.034053e+00  1.450277e+00  1.648207e+00  5.703045e-01  5.628503e+00
  1.034218e+00  1.451125e+00  1.649484e+00  5.712657e-01  5.619398e+00
  1.034388e+00  1.451974e+00  1.650794e+00  5.722676e-01  5.610054e+00
  1.034561e+00  1.452826e+00  1.652117e+00  5.733005e-01  5.600628e+00
  1.034735e+00  1.453679e+00  1.653433e+00  5.743543e-01  5.591278e+00
  1.034908e+00  1.454534e+00  1.654719e+00  5.754193e-01  5.582162e+00
  1.035076e+00  1.455391e+00  1.655956e+00  5.764852e-01  5.573438e+00
  1.035240e+00  1.456249e+00  1.657138e+00  5.775443e-01  5.565151e+00
  1.035399e+00  1.457110e+00  1.658277e+00  5.785911e-01  5.557217e+00
  1.035557e+00  1.457972e+00  1.659385e+00  5.796203e-01  5.549545e+00
  1.035712e+00  1.458836e+00  1.660475e+00  5.806265e-01  5.542044e+00
  1.035867e+00  1.459703e+00  1.661560e+00  5.816043e-01  5.534621e+00
  1.036023e+00  1.460571e+00  1.662653e+00  5.825481e-01  5.527183e+00
  1.036180e+00  1.461440e+00  1.663767e+00  5.834528e-01  5.519638e+00
  1.036339e+00  1.462312e+00  1.664906e+00  5.843232e-01  5.511956e+00
  1.036500e+00  1.463186e+00  1.666066e+00  5.851735e-01  5.504164e+00
  1.036661e+00  1.464061e+00  1.667240e+00  5.860187e-01  5.496294e+00
  1.036823e+00  1.464939e+00  1.668423e+00  5.868738e-01  5.488380e+00
  1.036985e+00  1.465818e+00  1.669611e+00  5.877540e-01  5.480452e+00
  1.037146e+00  1.466700e+00  1.670797e+00  5.886747e-01  5.472544e+00
  1.037305e+00  1.467583e+00  1.671977e+00  5.896496e-01  5.464687e+00
  1.037463e+00  1.468468e+00  1.673152e+00  5.906739e-01  5.456877e+00
  1.037622e+00  1.469355e+00  1.674325e+00  5.917302e-01  5.449093e+00
  1.037782e+00  1.470244e+00  1.675501e+00  5.928006e-01  5.441311e+00
  1.037945e+00  1.471135e+00  1.676685e+00  5.938671e-01  5.433507e+00
  1.038112e+00  1.472028e+00  1.677881e+00  5.949115e-01  5.425658e+00
  1.038285e+00  1.472922e+00  1.679094e+00  5.959156e-01  5.417739e+00
  1.038463e+00  1.473819e+00  1.680327e+00  5.968653e-01  5.409738e+00
  1.038646e+00  1.474718e+00  1.681572e+00  5.977706e-01  5.401698e+00
  1.038832e+00  1.475619e+00  1.682818e+00  5.986493e-01  5.393683e+00
  1.039016e+00  1.476521e+00  1.684055e+00  5.995192e-01  5.385756e+00
  1.039198e+00  1.477426e+00  1.685271e+00  6.003984e-01  5.377983e+00
  1.039375e+00  1.478332e+00  1.686456e+00  6.013052e-01  5.370429e+00
  1.039544e+00  1.479241e+00  1.687598e+00  6.022579e-01  5.363158e+00
  1.039704e+00  1.480152e+00  1.688694e+00  6.032642e-01  5.356189e+00
  1.039858e+00  1.481064e+00  1.689757e+00  6.043114e-01  5.349445e+00
  1.040009e+00  1.481979e+00  1.690800e+00  6.053846e-01  5.342843e+00
  1.040159e+00  1.482895e+00  1.691839e+00  6.064685e-01  5.336296e+00
  1.040311e+00  1.483814e+00  1.692888e+00  6.075480e-01  5.329716e+00
  1.040469e+00  1.484734e+00  1.693961e+00  6.086077e-01  5.323018e+00
  1.040636e+00  1.485657e+00  1.695074e+00  6.096318e-01  5.316111e+00
  1.040813e+00  1.486581e+00  1.696240e+00  6.106063e-01  5.308912e+00
  1.041001e+00  1.487508e+00  1.697459e+00  6.115361e-01  5.301416e+00
  1.041199e+00  1.488437e+00  1.698724e+00  6.124401e-01  5.293673e+00
  1.041404e+00  1.489368e+00  1.700025e+00  6.133376e-01  5.285733e+00
  1.041613e+00  1.490300e+00  1.701352e+00  6.142481e-01  5.277650e+00
  1.041826e+00  1.491235e+00  1.702696e+00  6.151915e-01  5.269476e+00
  1.042039e+00  1.492172e+00  1.704048e+00  6.161875e-01  5.261263e+00
  1.042251e+00  1.493111e+00  1.705400e+00  6.172454e-01  5.253061e+00
  1.042462e+00  1.494052e+00  1.706746e+00  6.183491e-01  5.244907e+00
  1.042669e+00  1.494995e+00  1.708082e+00  6.194785e-01  5.236834e+00
  1.042873e+00  1.495940e+00  1.709404e+00  6.206135e-01  5.228879e+00
  1.043073e+00  1.496887e+00  1.710706e+00  6.217337e-01  5.221077e+00
  1.043267e+00  1.497837e+00  1.711983e+00  6.228187e-01  5.213465e+00
  1.043456e+00  1.498788e+00  1.713233e+00  6.238510e-01  5.206072e+00
  1.043639e+00  1.499742e+00  1.714455e+00  6.248353e-01  5.198891e+00
  1.043817e+00  1.500697e+00  1.715652e+00  6.257856e-01  5.191894e+00
  1.043993e+00  1.501655e+00  1.716829e+00  6.267161e-01  5.185057e+00
  1.044168e+00  1.502615e+00  1.717988e+00  6.276411e-01  5.178353e+00
  1.044342e+00  1.503577e+00  1.719132e+00  6.285751e-01  5.171755e+00
  1.044516e+00  1.504541e+00  1.720265e+00  6.295325e-01  5.165237e+00
  1.044693e+00  1.505507e+00  1.721390e+00  6.305277e-01  5.158770e+00
  1.044873e+00  1.506476e+00  1.722514e+00  6.315652e-01  5.152312e+00
  1.045057e+00  1.507446e+00  1.723648e+00  6.326403e-01  5.145806e+00
  1.045247e+00  1.508419e+00  1.724804e+00  6.337479e-01  5.139193e+00
