#         q            M           r           M*(1-1/r)        s
  2.541526e+01  1.414593e+01  3.940932e+00  1.055693e+01  2.020089e+00
  2.636574e+01  1.441425e+01  3.943087e+00  1.075910e+01  2.019344e+00
  2.735920e+01  1.468961e+01  3.945178e+00  1.096656e+01  2.018623e+00
  2.839814e+01  1.497224e+01  3.947203e+00  1.117949e+01  2.017923e+00
  2.948526e+01  1.526237e+01  3.949160e+00  1.139806e+01  2.017246e+00
  3.062323e+01  1.556024e+01  3.951054e+00  1.162244e+01  2.016590e+00
  3.181478e+01  1.586611e+01  3.952896e+00  1.185273e+01  2.015954e+00
  3.306270e+01  1.618021e+01  3.954695e+00  1.208911e+01  2.015339e+00
  3.437007e+01  1.650283e+01  3.956449e+00  1.233180e+01  2.014742e+00
  3.574010e+01  1.683424e+01  3.958146e+00  1.258109e+01  2.014165e+00
  3.717616e+01  1.717473e+01  3.959779e+00  1.283724e+01  2.013607e+00
  3.868185e+01  1.752459e+01  3.961346e+00  1.310049e+01  2.013067e+00
  4.026090e+01  1.788413e+01  3.962847e+00  1.337107e+01  2.012546e+00
  4.191741e+01  1.825368e+01  3.964289e+00  1.364918e+01  2.012041e+00
  4.365579e+01  1.863358e+01  3.965690e+00  1.393500e+01  2.011554e+00
  4.548060e+01  1.902415e+01  3.967067e+00  1.422871e+01  2.011083e+00
  4.739642e+01  1.942577e+01  3.968418e+00  1.453063e+01  2.010628e+00
  4.940786e+01  1.983881e+01  3.969733e+00  1.484113e+01  2.010189e+00
  5.152000e+01  2.026365e+01  3.971005e+00  1.516055e+01  2.009765e+00
  5.373912e+01  2.070070e+01  3.972224e+00  1.548917e+01  2.009356e+00
  5.607198e+01  2.115038e+01  3.973383e+00  1.582723e+01  2.008962e+00
  5.852553e+01  2.161312e+01  3.974482e+00  1.617502e+01  2.008582e+00
  6.110689e+01  2.208938e+01  3.975535e+00  1.653290e+01  2.008215e+00
  6.382343e+01  2.257962e+01  3.976559e+00  1.690128e+01  2.007861e+00
  6.668277e+01  2.308433e+01  3.977562e+00  1.728052e+01  2.007520e+00
  6.969283e+01  2.360403e+01  3.978542e+00  1.767101e+01  2.007192e+00
  7.286187e+01  2.413923e+01  3.979496e+00  1.807312e+01  2.006876e+00
  7.619947e+01  2.469050e+01  3.980421e+00  1.848727e+01  2.006572e+00
  7.971633e+01  2.525840e+01  3.981310e+00  1.891390e+01  2.006280e+00
  8.342355e+01  2.584353e+01  3.982161e+00  1.935346e+01  2.005998e+00
  8.733296e+01  2.644652e+01  3.982970e+00  1.980641e+01  2.005727e+00
  9.145693e+01  2.706800e+01  3.983733e+00  2.027319e+01  2.005467e+00
  9.580843e+01  2.770864e+01  3.984451e+00  2.075428e+01  2.005217e+00
  1.004016e+02  2.836916e+01  3.985137e+00  2.125026e+01  2.004976e+00
  1.052515e+02  2.905027e+01  3.985810e+00  2.176171e+01  2.004746e+00
  1.103738e+02  2.975274e+01  3.986482e+00  2.228925e+01  2.004524e+00
  1.157862e+02  3.047736e+01  3.987138e+00  2.283343e+01  2.004311e+00
  1.215074e+02  3.122497e+01  3.987757e+00  2.339478e+01  2.004107e+00
  1.275569e+02  3.199640e+01  3.988327e+00  2.397391e+01  2.003911e+00
  1.339553e+02  3.279257e+01  3.988860e+00  2.457153e+01  2.003723e+00
  1.407241e+02  3.361441e+01  3.989380e+00  2.518839e+01  2.003543e+00
  1.478865e+02  3.446290e+01  3.989898e+00  2.582524e+01  2.003371e+00
  1.554699e+02  3.533905e+01  3.990405e+00  2.648287e+01  2.003206e+00
  1.635027e+02  3.624393e+01  3.990888e+00  2.716205e+01  2.003048e+00
  1.720149e+02  3.717865e+01  3.991339e+00  2.786359e+01  2.002896e+00
  1.810380e+02  3.814436e+01  3.991766e+00  2.858837e+01  2.002751e+00
  1.906050e+02  3.914227e+01  3.992182e+00  2.933730e+01  2.002612e+00
  2.007510e+02  4.017364e+01  3.992592e+00  3.011131e+01  2.002479e+00
  2.115158e+02  4.123980e+01  3.992990e+00  3.091142e+01  2.002353e+00
  2.229405e+02  4.234212e+01  3.993368e+00  3.173869e+01  2.002232e+00
  2.350700e+02  4.348203e+01  3.993720e+00  3.259419e+01  2.002117e+00
  2.479554e+02  4.466104e+01  3.994045e+00  3.347904e+01  2.002006e+00
  2.616503e+02  4.588074e+01  3.994342e+00  3.439439e+01  2.001901e+00
  2.762111e+02  4.714274e+01  3.994613e+00  3.534143e+01  2.001800e+00
  2.916980e+02  4.844878e+01  3.994869e+00  3.632146e+01  2.001704e+00
  3.081740e+02  4.980066e+01  3.995122e+00  3.733578e+01  2.001613e+00
  3.257062e+02  5.120025e+01  3.995382e+00  3.838580e+01  2.001526e+00
  3.443714e+02  5.264952e+01  3.995644e+00  3.947306e+01  2.001444e+00
  3.642504e+02  5.415054e+01  3.995901e+00  4.059916e+01  2.001365e+00
  3.854292e+02  5.570545e+01  3.996147e+00  4.176574e+01  2.001290e+00
  4.080058e+02  5.731651e+01  3.996375e+00  4.297446e+01  2.001218e+00
  4.320840e+02  5.898611e+01  3.996580e+00  4.422705e+01  2.001150e+00
  4.577728e+02  6.071668e+01  3.996758e+00  4.552527e+01  2.001085e+00
  4.851931e+02  6.251086e+01  3.996916e+00  4.687112e+01  2.001024e+00
  5.144727e+02  6.437135e+01  3.997065e+00  4.826671e+01  2.000965e+00
  5.457457e+02  6.630100e+01  3.997216e+00  4.971420e+01  2.000910e+00
  5.791637e+02  6.830279e+01  3.997373e+00  5.121585e+01  2.000857e+00
  6.148899e+02  7.037989e+01  3.997536e+00  5.277402e+01  2.000807e+00
  6.530946e+02  7.253554e+01  3.997705e+00  5.439114e+01  2.000760e+00
  6.939701e+02  7.477321e+01  3.997872e+00  5.606978e+01  2.000715e+00
  7.377273e+02  7.709655e+01  3.998026e+00  5.781268e+01  2.000673e+00
  7.845854e+02  7.950931e+01  3.998152e+00  5.962267e+01  2.000633e+00
  8.347865e+02  8.201549e+01  3.998250e+00  6.150272e+01  2.000595e+00
  8.885988e+02  8.461932e+01  3.998335e+00  6.345598e+01  2.000559e+00
  9.463011e+02  8.732516e+01  3.998423e+00  6.548570e+01  2.000525e+00
  1.008198e+03  9.013762e+01  3.998520e+00  6.759532e+01  2.000493e+00
  1.074634e+03  9.306160e+01  3.998618e+00  6.978853e+01  2.000462e+00
  1.145969e+03  9.610221e+01  3.998702e+00  7.206916e+01  2.000433e+00
  1.222591e+03  9.926474e+01  3.998766e+00  7.444121e+01  2.000406e+00
  1.304941e+03  1.025549e+02  3.998820e+00  7.690898e+01  2.000380e+00
  1.393488e+03  1.059787e+02  3.998884e+00  7.947698e+01  2.000356e+00
  1.488725e+03  1.095422e+02  3.998972e+00  8.214985e+01  2.000333e+00
  1.591221e+03  1.132521e+02  3.999073e+00  8.493254e+01  2.000312e+00
  1.701593e+03  1.171154e+02  3.999166e+00  8.783023e+01  2.000292e+00
  1.820482e+03  1.211393e+02  3.999228e+00  9.084828e+01  2.000273e+00
  1.948611e+03  1.253313e+02  3.999258e+00  9.399246e+01  2.000255e+00
  2.086786e+03  1.296999e+02  3.999278e+00  9.726898e+01  2.000238e+00
  2.235841e+03  1.342532e+02  3.999311e+00  1.006842e+02  2.000222e+00
  2.396698e+03  1.390004e+02  3.999368e+00  1.042450e+02  2.000207e+00
  2.570416e+03  1.439510e+02  3.999436e+00  1.079583e+02  2.000193e+00
  2.758106e+03  1.491149e+02  3.999497e+00  1.118317e+02  2.000180e+00
  2.960953e+03  1.545026e+02  3.999539e+00  1.158727e+02  2.000167e+00
  3.180339e+03  1.601253e+02  3.999567e+00  1.200900e+02  2.000156e+00
  3.417743e+03  1.659948e+02  3.999590e+00  1.244923e+02  2.000145e+00
  3.674709e+03  1.721232e+02  3.999620e+00  1.290888e+02  2.000135e+00
  3.953025e+03  1.785238e+02  3.999655e+00  1.338893e+02  2.000126e+00
  4.254674e+03  1.852105e+02  3.999686e+00  1.389044e+02  2.000117e+00
  4.581717e+03  1.921977e+02  3.999703e+00  1.441448e+02  2.000109e+00
  4.936447e+03  1.995008e+02  3.999702e+00  1.496219e+02  2.000101e+00
  5.321518e+03  2.071362e+02  3.999696e+00  1.553484e+02  2.000093e+00
  5.739710e+03  2.151213e+02  3.999699e+00  1.613372e+02  2.000087e+00
  6.193992e+03  2.234740e+02  3.999722e+00  1.676020e+02  2.000080e+00
  6.687881e+03  2.322137e+02  3.999758e+00  1.741572e+02  2.000074e+00
  7.225164e+03  2.413611e+02  3.999790e+00  1.810180e+02  2.000068e+00
  7.809793e+03  2.509373e+02  3.999805e+00  1.882002e+02  2.000063e+00
  8.446348e+03  2.609655e+02  3.999803e+00  1.957211e+02  2.000059e+00
  9.140010e+03  2.714700e+02  3.999797e+00  2.035992e+02  2.000055e+00
  9.896169e+03  2.824765e+02  3.999802e+00  2.118539e+02  2.000050e+00
  1.072075e+04  2.940117e+02  3.999826e+00  2.205054e+02  2.000046e+00
  1.162080e+04  3.061051e+02  3.999861e+00  2.295758e+02  2.000042e+00
  1.260374e+04  3.187873e+02  3.999893e+00  2.390878e+02  2.000039e+00
  1.367744e+04  3.320901e+02  3.999911e+00  2.490653e+02  2.000036e+00
  1.485123e+04  3.460483e+02  3.999914e+00  2.595342e+02  2.000033e+00
  1.613547e+04  3.606989e+02  3.999907e+00  2.705222e+02  2.000031e+00
  1.754092e+04  3.760802e+02  3.999897e+00  2.820581e+02  2.000028e+00
  1.907976e+04  3.922331e+02  3.999889e+00  2.941726e+02  2.000026e+00
  2.076638e+04  4.092023e+02  3.999888e+00  3.068992e+02  2.000024e+00
  2.261587e+04  4.270342e+02  3.999897e+00  3.202731e+02  2.000022e+00
  2.464434e+04  4.457772e+02  3.999921e+00  3.343307e+02  2.000020e+00
  2.687131e+04  4.654847e+02  3.999954e+00  3.491120e+02  2.000019e+00
  2.931815e+04  4.862134e+02  3.999985e+00  3.646592e+02  2.000017e+00
  3.200714e+04  5.080217e+02  4.000006e+00  3.810160e+02  2.000015e+00
  3.496390e+04  5.309727e+02  4.000011e+00  3.982295e+02  2.000014e+00
  3.821869e+04  5.551354e+02  4.000007e+00  4.163517e+02  2.000013e+00
  4.180320e+04  5.805812e+02  4.000001e+00  4.354361e+02  2.000012e+00
  4.575142e+04  6.073851e+02  3.999997e+00  4.555391e+02  2.000011e+00
  5.010509e+04  6.356302e+02  3.999997e+00  4.767231e+02  2.000010e+00
  5.490989e+04  6.654044e+02  3.999999e+00  4.990538e+02  2.000010e+00
  6.021335e+04  6.967988e+02  4.000000e+00  5.225996e+02  2.000009e+00
  6.607082e+04  7.299118e+02  4.000001e+00  5.474344e+02  2.000008e+00
  7.254817e+04  7.648516e+02  4.000001e+00  5.736393e+02  2.000007e+00
  7.971447e+04  8.017306e+02  4.000000e+00  6.012985e+02  2.000006e+00
  8.764370e+04  8.406664e+02  4.000000e+00  6.305003e+02  2.000005e+00
  9.642738e+04  8.817900e+02  4.000000e+00  6.613429e+02  2.000005e+00
  1.061664e+05  9.252404e+02  4.000000e+00  6.939307e+02  2.000004e+00
  1.169656e+05  9.711619e+02  4.000000e+00  7.283716e+02  2.000004e+00
  1.289474e+05  1.019710e+03  4.000000e+00  7.647828e+02  2.000003e+00
  1.422615e+05  1.071059e+03  4.000000e+00  8.032940e+02  2.000003e+00
  1.570652e+05  1.125388e+03  4.000000e+00  8.440404e+02  2.000003e+00
  1.735257e+05  1.182885e+03  4.000000e+00  8.871629e+02  2.000003e+00
  1.918467e+05  1.243759e+03  4.000000e+00  9.328182e+02  2.000004e+00
  2.122554e+05  1.308232e+03  4.000000e+00  9.811736e+02  2.000003e+00
  2.349880e+05  1.376537e+03  4.000000e+00  1.032402e+03  2.000002e+00
  2.603225e+05  1.448923e+03  3.999999e+00  1.086692e+03  1.999999e+00
  2.886243e+05  1.525677e+03  3.999999e+00  1.144258e+03  1.999997e+00
  3.202843e+05  1.607100e+03  3.999999e+00  1.205325e+03  1.999999e+00
  3.557095e+05  1.693503e+03  4.000002e+00  1.270128e+03  2.000006e+00
  3.953400e+05  1.785215e+03  4.000004e+00  1.338911e+03  2.000016e+00
  4.396462e+05  1.882577e+03  4.000005e+00  1.411933e+03  2.000017e+00
